question,answer
"QUESTION: <p>S \ (T \ R) What is \ mean? set difference means &#39;&#39;-&#39;&#39;?</p>
","ANSWER: <p>set difference. Both $$\setminus$$ and $$-$$ are symbols for set difference.</p>
"
"QUESTION: In 3a, I believe that the claim is false. Does that mean i have to find an error in the proof or would just giving a counterexample suffice?
Sorry for making this private but i thought i should not be saying what i thought the answer for something was to the whole class.
","ANSWER: <p>No need to apologize for making the post private! You made the correct decision :)</p>
<p></p>
<p>You should not be providing counterexamples for question 3. Your job is solely to analyze the proofs, and if you think the proof is invalid, point out the error in it.</p>
"
"QUESTION: <p>For question 1b on HW 3T, if you had 4 clones for example: q, r, s, t, do just q&#43;r and s&#43;t have to be odd or do q&#43;r, r&#43;s, s&#43;t all have to be odd?</p>
","ANSWER: <p>q&#43;r, r&#43;s, and s&#43;t must all be odd</p>
"
"QUESTION: <p>For HW 3T, Question 3a, is the claim saying that all 143 divides all natural numbers (so that there is no remainder) or just that it is possible to divide a natural number by 143 and it can be written as a fraction?</p>
","ANSWER: <p>143 divides all natural numbers</p>
"
"QUESTION: <p>What is the symbol for set of irrational numbers</p>
","ANSWER: <p>As far as I know, there is no generally accepted single symbol for the irrationals, and the accepted way to represent the set is just $$\mathbb{R}\setminus\mathbb{Q}$$.</p>
"
"QUESTION: <p>Are the roles assigned distinct? Meaning can we imagine them as first commander, second commander, and so on?</p>
","ANSWER: <p>&#34;...he assigns 2 clones each to 6 <strong>different</strong> roles in the team...&#34;. So yes, the roles are distinct.</p>
"
"QUESTION: <p>What happens if c=0? Because 0 \in N.</p>
","ANSWER: <p>this is something we&#39;d like you to think about</p>
"
"QUESTION: <p>For this problem, can we prove the first instance of a logical fallacy to say the proof is false or do we need to find all the things wrong with the proof?</p>
","ANSWER: <p>You can point out the first error in the proof.</p>
"
"QUESTION: <p>I believe there&#39;s a problem with one particular case of question 2. Since we&#39;ve defined the natural numbers to include 0 in class, c could equal 0 which would mean a = 19(0^2) = 0. Therefore, a^1/2=0. Clearly a^1/2 is rational here which is going against what we have to prove. </p>
<p></p>
<p>nvm i realized a has to be positive.</p>
","ANSWER: <p>resolved</p>
"
"QUESTION: <p>The question says &#34;false implies everything&#34;. I&#39;m confused about everything, as in class, I remember the way it was explained was that if &#34;p is false, then all bets are off&#34; </p>
","ANSWER: <p>I&#39;m not exactly sure what you mean, but maybe think again about the &#34;false&#34; part of &#34;false&#34; implies everything. To clarify, let&#39;s remove the implication symbol, and rewrite the problem in words: &#34;For all $$n \in \mathbb{N}$$, if $$2n + 1$$ is a multiple of $$3$$, then $$n^2 + 1$$ is a multiple of $$3$$.</p>
"
"QUESTION: <p>Do we have to prove that 19 is prime</p>
","ANSWER: <p>nah</p>
"
"QUESTION: <p>Do we have to prove that 19 is prime</p>
","ANSWER: <p>nah</p>
"
"QUESTION: <p><md>Well in this class it was said that $$0 \in \mathbb{N} \implies c = 0$$ is possible. However, this means $$19 \cdot c^{2} = 0$$ and $$\sqrt{0} = 0$$ which is rational. But that is against what we have to prove!</md>
</p>
","ANSWER: <p>It is true that $$0 \in \mathbb{N}$$. Your solution should still address this case.</p>
"
"QUESTION: <p>Ex. If p and q are both rational, p/q is also rational?</p>
","ANSWER: <p>No, you should prove this!</p>
"
"QUESTION: <p>Are the roles in subteam A distinguishable from the roles in subteam B? For example, would roles A 1-6 be the same or different from roles B 1-6?</p>
","ANSWER: <p>They are different in the sense that being on role 1 on team A is different from being on role 1 on team B.</p>
"
"QUESTION: <p>Can we suppose that if x and y are non-zero real numbers then their product is nonzero or would we have to prove that?</p>
","ANSWER: <p>you can assume that</p>
"
"QUESTION: <p>For clarification, are the 63 locations different?</p>
","ANSWER: <p>yeah</p>
"
"QUESTION: <p>Does Darren have to visit at least 1 location or can there be a combination where he visits 0/63 locations? And just to clarify, the maximum number of locations he can visit is 62 out of the 63?</p>
","ANSWER: <p>He does not have to visit at least 1 location.</p>
<p></p>
<p>Yes to the second question.</p>
"
"QUESTION: 
","ANSWER: <p>no, but a one sentence explanation would be cool</p>
"
"QUESTION: <p>How is division by 0 defined in this class? </p>
","ANSWER: <p>we haven&#39;t really defined it, but we&#39;ll say that anything divided by zero (except for zero) is undefined.</p>
"
"QUESTION: <p>Just a clarifying question - if we are to say that a proof is invalid, do we need to correct their work and state a valid proof or does simply explaining why there&#39;s an issue suffice?</p>
","ANSWER: <p>You do not need to provide a valid proof. you should just indicate where the error is and justify why it is wrong</p>
"
"QUESTION: <p>Hi, just wanted to confirm that since dividing a rational number by 0 produces an undefined result, we cannot ever state that 0 divides a rational number. </p>
","ANSWER: <p>Well we don&#39;t really use the word &#34;divides&#34; when talking about rational numbers anyways, unless the rational number just so happens to be an integer. Like it is foreign to say &#34;$$2$$ divides $$\frac{3}{2}$$&#34;.</p>
<p></p>
"
"QUESTION: <md>Are we able to take the square root of both sides of an equation without having to justify that both sides remain equal?</md>
","ANSWER: <p>yes</p>
"
"QUESTION: <p>Do we only have to point out and explain the first mistake in the proof, or do we have to explain the rest of the proof that is wrong as a result of the first mistake as well?</p>
","ANSWER: <p>You can point out and explain the first logical mistake of the proof.</p>
"
"QUESTION: <p>in 3c, because both sides of the equation √15 &#43; √31 &lt; 12 are positive, squaring both sides does not affect the direction of the inequality. is it okay that the person who wrote the proof assumed this or would it make the proof invalid because he did not explain?</p>
","ANSWER: <p>yes, it is fine that they assumed this.</p>
"
"QUESTION: <p>Just for clarification. Does q1c means first divide 24 clones into 2 teams, and for each team, pick 2 clones out of 12, and for each picked clone, assign 6 roles to that single clone?</p>
<p><br />Thanks.</p>
","ANSWER: <p>After splitting into 2 teams, for each team, you select two clones for each role. So suppose we look at Team A, then the first role must get two clones, the second role must get 2 clones, and so on.</p>
"
"QUESTION: <p>Are teams A and B distinguisible?</p>
","ANSWER: <p>yes</p>
"
"QUESTION: <p>are islands A and B considered distincint, meaning if (1,2,4,5) on island A and (6,7,3,8) on island B is different from (6,7,3,8) on island A and (1,2,4,5) on island B</p>
","ANSWER: <p>Do you mean &#34;team&#34;? If so, then yes, teams A and B are considered distinct.</p>
"
"QUESTION: <p>From lecture, if a^2 = 2b^2, then why does the number of prime factors they have necessarily have to be equal? S (a^2) = S(2b^2)?</p>
","ANSWER: <p>Because $$a^2$$ and $$2b^2$$ represent the same number. Suppose we let $$p=a^2$$ and $$p = 2b^2$$, which follows from the fact that $$a^2 = 2b^2$$. Then saying that &#34;$$a^2$$ and $$2b^2$$ must have the same number of prime factors&#34; is equivalent to saying &#34;$$p$$ and $$p$$ must have the same number of prime factors&#34;, which is true.</p>
"
"QUESTION: <p>do we need to prove that sqrt(a*b^2) = b *sqrt(A)</p>
","ANSWER: <p>nah</p>
"
"QUESTION: <p>Do the groups A and B have to add up to size 24. i.e. do they have to each by size 12 or can the each by like size 6 or size 4</p>
","ANSWER: <p>&#34;Then, he splits the clones into <strong>two equal sized subteams</strong>...&#34;. All clones must be put in a group.</p>
"
"QUESTION: <p>Can a clone have more than one role</p>
","ANSWER: <p>no</p>
"
"QUESTION: Do we have to prove that the product of a rational and irrational number will always be irrational?
","ANSWER: <p>if you wish to use this fact, then you must prove it.</p>
"
"QUESTION: <p>Can there be multiple logical errors in the proof? If so, do we have to identify all of them?</p>
","ANSWER: You should aim to identify the first logical error
"
"QUESTION: <p>Is the question saying that at most, he can visit 62 of the 63 locations?</p>
","ANSWER: Yes
"
"QUESTION: <md>Can a clone have more than one role (and so some clone(s) don't have any roles) or must every clone be assigned to exactly one role?</md>
","ANSWER: No, a clone cannot have more than one role
"
"QUESTION: Does the order in which Darren visits the locations matter? As in is there a difference between him visiting in this order location1, location2, location3 versus location3, location1, location2, since they still have the same locations, but just a different order?
","ANSWER: Order does not matter
"
"QUESTION: <p>Do we need to prove that the product of two rational numbers is rational? Or can a short sentence suffice?</p>
","ANSWER: A short sentence would suffice
"
"QUESTION: <p>If a proof ignores a possible case, is it enough to state the proof ignores this case or do we need to actually show that this case would provide a valid counterexample? </p>
","ANSWER: You  should do both
"
"QUESTION: <p>Clarifying question: for 1a, does Darren have to visit any of the 63? (as in, do we treat that combination as valid)</p>
","ANSWER: Yes
"
"QUESTION: <p>In 1c, are the roles that the clones are taking on within the teams important in different ways? (ie is there a certain order the roles need to be filled in)</p>
","ANSWER: No, there is not an order in which the roles need to be assigned 
"
"QUESTION: <p>while we can claim that a rational number can be expressed as a ratio of two integers, are we also allowed to claim that an irrational number <em>cannot</em> be expressed as a ratio of two integers, without any proof?</p>
","ANSWER: Yes
"
"QUESTION: <p>for problem 3d, does “without loss of generality” include cases where x is even?</p>
","ANSWER: <p>this is something we&#39;d like you to think about</p>
"
"QUESTION: <p>just wanted to clarify the process of proving that a rational number times an irrational number is irrational -- in @380, the response seems to imply that it should be proven for question2. but in @387, the response says that it cannot be proven? is it a valid proof to include in the proof for 2?</p>
","ANSWER: <p>You can include a proof regarding products of rational numbers and irrational numbers if you think it would be beneficial to solve problem 2. The response in @387 is correct, as the statement in question was not true. However, that statement can be adjusted slightly to make it true, that that adjusted statement can be proven.</p>
"
"QUESTION: <p>We already proved the sum of n consecutive integers formula in the 3T lecture so if I want to use the formula would I have to prove it again?</p>
","ANSWER: <p>nope. just be sure to cite that it was proved in lecture!</p>
"
"QUESTION: <p>Have we constructed a formal definition of an irrational number in this class? If not, can I just state my own informal definition and use that in proofs?</p>
","ANSWER: <p>we have not constructed a formal definition. You can state your own informal definition, but it must be correct.</p>
"
"QUESTION: <p>For q1b, can we have more than one line for one possible way? or we choose some of the number from 1 to 99 to form just one line. I am not sure I understand the question.</p>
","ANSWER: <p>no you cannot have more than one line for one possible way. Each &#34;line&#34; is a different rearrangement of the clones numbered 1 through 99, and if that line is formed in such a way that the sum of every pair is odd, then it adds one to the total count of lines.</p>
"
"QUESTION: <p>For a way for us to pick some numbers from 1-99 to use? Not all of these 99 numbers are used for one way?</p>
","ANSWER: <p>All 99 numbers are used in each line.</p>
"
"QUESTION: <p>when we select the consecutive pairs it has to be (1,2),(2,3),(3,4) only starting from 1 or it could be (2,3),(3,4) arrangement also? Do the arrangement have to necessarily start from 1 or can start from any clone number?</p>
<p></p>
","ANSWER: <p>The first clone in line can be any number. But when considering consecutive pairs, the first pair is (first clone in line, second clone in line). the second pair is (second clone in line, third clone in line), and so on.</p>
"
"QUESTION: <p>Are the roles mutually exclusive, meaning can multiple pairs of clones have the same role?</p>
<p></p>
","ANSWER: <p>No, multiple pairs of clones cannot have the same role.</p>
"
"QUESTION: <p>Are we allowed to assume that odd&#43;even=odd, even&#43;even=even, and odd&#43;odd=even or do we have to go through the proofs. </p>
","ANSWER: <p>sure you can assume this now</p>
"
"QUESTION: <p>Does the locations being anomalous mean they are indistinguishable?</p>
","ANSWER: No
"
"QUESTION: <p>In question 2, if c were equal to zero since it must be a natural number, wouldn&#39;t Gaby be incorrect because the square root of zero is zero, which is a rational number.</p>
","ANSWER: This is something we’d like you to think about
"
"QUESTION: <p>Can we assume that the sum of irrational inverses conditioned on them not being additive inverse are irrational. If not can we prove it.</p>
","ANSWER: No, you should prove it
"
"QUESTION: <p>Do we need to prove that the numbers from 1-99 contain 50 odd and 49 even integers? </p>
","ANSWER: A one sentence justification would be nice
"
"QUESTION: <p>Do we need to restate the definitions of sets defined in the problem? Ex. if I wanted to use set X in my response to 3a, would I need to restate the definition of X? </p>
","ANSWER: No
"
"QUESTION: Do I have to prove there r 49 even and 50 odd numbers between 1 and 99
","ANSWER: <p>@414</p>
"
"QUESTION: <p>For question 2, do we have to consider the negative case if we square root both sides of an equation?</p>
","ANSWER: <p>yes</p>
"
"QUESTION: <p>Do we need to prove that for some variable x, every value of $$\sqrt{x}$$ corresponds to a value of x. </p>
","ANSWER: <p>I&#39;m not exactly sure what you mean by &#34;every value of $$\sqrt{x}$$&#34;</p>
"
"QUESTION: <p>For my proof for Q2, I have shown that for every possible value of c, where c does not equal 0, sqrt(a) is irrational. I am trying to state that proving this for every value of c is sufficient because every possible value that sqrt(a) can take on corresponds to a value of c. I am able to show that every possible value of a corresponds to a value of c, as a must necessarily be equal to 19c^2 for some value of c. Would I just be able to state that every possible value of sqrt(a) corresponds to some value a, to then transitively show that every possible value of sqrt(a) corresponds to some value of c, and thus showing that all values of c result in sqrt(a) being irrational is sufficient to show that all values of sqrt(a) are irrational? </p>
","ANSWER: <p>You are allowed to assume $$\sqrt{a} = \sqrt{b}$$ if and only if $$a = b$$. How you choose to use this fact in your solution is up to you.</p>
"
"QUESTION: <p>Do we have to prove that the product of nonnegative numbers is nonnegative</p>
","ANSWER: <p>nah</p>
"
"QUESTION: <p>^ title</p>
","ANSWER: <p>a one sentence justification would be nice</p>
"
"QUESTION: <p>Since justification is not mandatory can I give justification for part of my answer and not the rest?</p>
","ANSWER: <p>sure</p>
"
"QUESTION: <p>For question 3a, do we say that -143 is divisible by 143? Or can we even say that negative numbers are divisible?</p>
","ANSWER: <p>Yes, -143 is divisible by 143. More generally, we say that $$x$$ is divisible by $$y$$ if $$x = yk$$ for some $$k \in \mathbb{Z}$$</p>
"
"QUESTION: <p>I remember in lecture we said that if $$a^2$$ is even then $$a$$ is even. Can we use that as a given on HW or do we have to reprove it?</p>
","ANSWER: <p>yes you can use this without proof, but be sure to cite that you proved it in lecture</p>
"
"QUESTION: <p>For part b, i&#39;m confused by the notation:</p>
<p></p>
<p>x&#39;s are cities correct?</p>
<p>xi&#39;s are number of fans in a city?</p>
<p></p>
<p>i&#39;m confused how to interpret the portion of the set B that says x &gt; 2 * (x bar)</p>
<p></p>
<p>so is B the set of cities that are greater than double the average superfans?</p>
","ANSWER: <p>The variable $$i$$ represents a city.</p>
<p>$$x_i$$ represents the number of superfans in city $$i$$.</p>
<p></p>
<p>Yes, B is the set of cities whose number of superfans is greater than the double the average.</p>
"
"QUESTION: <p>For question 7, does the order of creatures in the list matter?</p>
","ANSWER: <p>no</p>
"
"QUESTION: I&#39;m confused how we are supposed to prove the statement on 1b when it seems to be untrue. Should we just provide a counterexample to disprove it?
","ANSWER: <p>If you want to disprove it, then a counterexample would suffice.</p>
"
"QUESTION: <p>For part b, i&#39;m confused by the notation:</p>
<p></p>
<p>x&#39;s are cities correct?</p>
<p>xi&#39;s are number of fans in a city?</p>
<p></p>
<p>i&#39;m confused how to interpret the portion of the set B that says x &gt; 2 * (x bar)</p>
<p></p>
<p>so is B the set of cities that are greater than double the average ave</p>
","ANSWER: <p>Answered in @434</p>
"
"QUESTION: <p>To prove a &#34;there exists&#34; statement, can we just provide 1 example that validates the statement?</p>
","ANSWER: <p>This only works when you have a specific instance of a problem. In most cases, problems are given in a &#34;general&#34; case with variables and abstract values. In these cases, you should avoid giving a single example, and prove that such an example always exists.</p>
"
"QUESTION: <p>If part of what we need for a proof has been done in class (e.g. product of two odds is odd), can we simply state &#34;proven in class&#34; for that part of the proof without further justification?</p>
","ANSWER: Yes
"
"QUESTION: <p>I&#39;m a bit confused by Q7 because it seems to me that parts a and b are asking the same thing. My rationale is that if Max wants to have all the creatures in Justin&#39;s list, there is only one way to do that, plus the &#34;extra&#34; elements that he can add to his own list (the creatures in his list that aren&#39;t in Justin&#39;s list). So isn&#39;t the solutions for parts a and b the same or am I missing something? </p>
","ANSWER: <p>In part a, the creatures in Max&#39;s list can be identical to that of Justin&#39;s list. But in part b, this cannot happen since Max must have at least one more.</p>
"
"QUESTION: <p>For Q7, will Just-Tien&#39;s set of creatures always be a subset of Max&#39;s? Or is the question saying that they will be equal sets?</p>
","ANSWER: <p>In both parts, the &#34;valid cases&#34; have all of Jus-Tien&#39;s creatures appearing on Max&#39;s creatures list.</p>
"
"QUESTION: <p>Do we have to show all algebraic work in our solution?</p>
","ANSWER: <p>yes</p>
"
"QUESTION: <p>Is there a number for how many creatures Jus-Tien selects? Do we solve the question in terms of some arbitrary $$k$$ creatures picked? Also, are all the creatures we can pick from distinct?</p>
","ANSWER: <p>Jus-Tien can select at most $$n$$ creatures, which suggests your answer may be in terms of $$n$$. Yes, the $$n$$ creature types are all distinct.</p>
"
"QUESTION: Let&#39;s say we have a bunch of inequalities like so:
",
"$$n \ge a$$
$$n \ge b$$
$$n \ge c$$
",
"Can we simply say that those equations are equal to this:
",
"$$n + n + n \ge a + b + c$$
",
"without any proof? Does it depend on the context?
","ANSWER: <p>yeah you can say that without proof</p>
"
"QUESTION: 
","ANSWER: <p>yes</p>
"
"QUESTION: <p>Do we have to prove that sum of first $$n$$ natural numbers is $$\frac{(n)(n+1)}{2}$$</p>
","ANSWER: <p>You could, but this week in recitation, we will show this fact, so you could just cite that we proved it in recitation.</p>
"
"QUESTION: <p>For question 7A is Max&#39;s list equal to Jus-Tien&#39;s list</p>
","ANSWER: <p>it can be!</p>
"
"QUESTION: <p>Can we assume that Max&#39;s list can have a greater cardinality than Jus-tien&#39;s list? Or does it have to be equal to Jus-tien&#39;s list?</p>
<p></p>
","ANSWER: <p>It does not have to be equal, but it can be.</p>
"
"QUESTION: <p>Is it logical enough to say that (with more reasoning before to prove this) the sum of all elements in $C$ being less than the sum of all the elements in $B$, which is composed only from elements in $C$, is a contradiction, or would more reasoning have to be provided? </p>
<p></p>
<p>Thank you!</p>
","ANSWER: <p>this is not something we can comment on. In general, it is better to be as clear as possible, even if comes at the cost of more words, than to be less clear.</p>
"
"QUESTION: 
","ANSWER: <p>nah, because our definition specifies that $$n > 1$$</p>
<p></p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fkbmhj6eluup47f%2Ff22dd2a1b2a7adaf327444996560066595b9b794f9305aab5c57537e3722b07c%2Fimage.png"" alt=""image.pngNaN"" /></p>
"
"QUESTION: <p>If some element x is a subset of A and x is a subset of B can we say just logically that x is a subset of A and(intersection) B?</p>
","ANSWER: Yes
"
"QUESTION: <p>Using the definition of a power set, are you allowed to say A \in P(A), or would it be that A \subseteq P(A)?</p>
","ANSWER: A \in P(A)
"
"QUESTION: <p>Is saying that is m is not prime then there exists a p (prime) for which p&lt;=m and p|m a logical equivalent for the given statement? It makes sense to me intuitively, but I&#39;m not sure if its the true contrapositive </p>
","ANSWER: This is something we’d like you to think about
"
"QUESTION: <md>Do we have to prove that $$p|a^2\implies p|a$$ for a prime number $$p$$?</md>
","ANSWER: Is this true? Let p=9, and a =6
"
"QUESTION: <p>This is more related to lecture but I am confused about this phrase in the lecture notes: </p>
<p></p>
<p>&#34;In other words, we want to find the number of ways there are to choose a multiset of r elements from a multiset of n distinct elements with infinite copies of each of the n elements available&#34;</p>
<p></p>
<p>How are we choosing a multiset from another multiset? Can you provide an example if possible? Thanks. </p>
","ANSWER: <p>A multiset is defined to be a set where elements can repeat. So if we are looking at a multiset that has repeats, and we want to select a subset of items, sometimes we would want repeats in that subset (hence, we would want to obtain a multiset).</p>
<p></p>
<p>A good example is the book example in the lecture notes, where in our 6 book selection, we will have repeats. </p>
"
"QUESTION: <p>What is the symbol for set of all primes</p>
","ANSWER: <p>In this class, we do not use any symbol for the set of primes. Some authors use $$\mathbb{P}$$, but if you choose to use this, you should specify that this refers to the set of primes.</p>
"
"QUESTION: <p>Do we need to prove that the sum of negative numbers is always negative?</p>
","ANSWER: Nah
"
"QUESTION: <p>Do I need to prove that if x &lt; z and y &lt; z then x&#43;y&lt;2z?</p>
","ANSWER: Nah
"
"QUESTION: <p>Do we need to prove irrational * irrational is irrational </p>
","ANSWER: <p>Is this true? $$\sqrt{2}$$ is irrational, but $$\sqrt{2} \cdot \sqrt{2} = 2$$ is not irrational.</p>
"
"QUESTION: <p>Can we assume that the product of two odd numbers is odd?</p>
<p></p>
<p>Also, can we assume that the product of two even numbers is even, or the product of an odd and even is odd?</p>
","ANSWER: <p>You should prove anything that was not proven in lecture, recitation, or a past homework.</p>
<p></p>
<p>But this does seem like something you may have proved in the past, so if you don&#39;t want to prove it, try looking back to see if you proved it somewhere else, and you can just cite that work.</p>
"
"QUESTION: Do we need to prove that if set A and set B are disjoint, their power sets P(A) and P(B) are also disjoint?
","ANSWER: <p>A one sentence explanation would be nice</p>
"
"QUESTION: <p>From class, we&#39;re allowed to say the following, correct?</p>
<p></p>
<p>Sum of i from 1 to n is \frac{n(n&#43;1)}{2}</p>
","ANSWER: <p>yep</p>
"
"QUESTION: <p>Let&#39;s say the claim is <strong>t</strong><strong>he sum is even. </strong>If I want to prove the claim by contradiction, we assume that the sum is odd. If my contradiction is that I showed that the sum will be even (contradicting the assumption), is this considered proof by contradiction? Or is this redundant/unnecessary because I am simply proving that the sum is even directly? </p>
<p></p>
<p>Basically, for a specific problem, I just think it&#39;s easier and clearer to understand if I prove a claim by initially assuming the opposite and thus everything that assumption implies. Then with those implications and the rest of the context of the problem show that the original claim is true. </p>
<p></p>
<p>Hopefully, my question is clear (I tried my best haha) and I can get some guidance! </p>
","ANSWER: <p>This really depends on the proof. Most of the times when doing contradiction, we end up contradicting something true that was given in the problem, though in some instances, you may end up contradicting what you assumed.</p>
<p></p>
<p>If you find yourself often proving the opposite of what you assumed, then it may be best to just stick with a direct proof.</p>
"
"QUESTION: <p>Hi, I had a question on 3: Do we need to prove that if a^2 is even then a is even? I have heard that some people had this proved in their lecture and others did not (I don&#39;t believe it was proved in my lecture). Thanks :)</p>
","ANSWER: <p>If you have proved it in lecture, you can use it without proof. Otherwise, a short justification would be nice</p>
"
"QUESTION: <p>Do I need to prove that if p|b and b|m, then p|m?</p>
","ANSWER: <p>A short explanation would be nice.</p>
"
"QUESTION: <p>Do we need to prove that if a set x is a subset of (A intersection B) then x is a subset of A and x is a subset of B?</p>
","ANSWER: <p>A one sentence explanation would be nice</p>
"
"QUESTION: <p>&#34;Let S(m) be the sum of the number of times each prime factor occurs in the unique factorization of m&#34;</p>
<p></p>
<p>What does this exactly mean? Is this the sum of all the prime factors?</p>
","ANSWER: <p>Not quite. I&#39;ll give you an example: $$84 = 2 \cdot 2 \cdot 3 \cdot 7$$. The prime factor $$2$$ appears $$2$$ times. The prime factor $$3$$ appears one time. The prime factor $$7$$ appears one time. So $$S(84) = 2 + 1 + 1 = 4$$</p>
"
"QUESTION: <p>In the context of #3, when we define rad (14) as a/b can we assume that a and b do not share a common factor if we are proving by contradiction?</p>
","ANSWER: <p>this is something we&#39;d like you to think about</p>
"
"QUESTION: <p>Is proving that there will always be an even number (and proving that having an even number results in an even product) a rigorous enough proof for 6?</p>
","ANSWER: <p>This is something we&#39;d like you to think about.</p>
"
"QUESTION: <p>Can we assume that $$\sqrt{14}$$ is positive?</p>
","ANSWER: <p><span style=""text-decoration:line-through"">no</span></p>
<p></p>
<p>EDIT: sure</p>
"
"QUESTION: <p>Are the sets (B and C) in this question multisets? If not, can we assume that |C| = n?</p>
<p></p>
<p>Thank you!!</p>
","ANSWER: <p>you may assume $$|C| = n$$</p>
"
"QUESTION: <p>so for question 7 we are assuming that Max and Jus-tien already have picked their lists and Max needs to add Jus-tiens favorite elements that are not already in his list?</p>
","ANSWER: <p>No. Assume that the lists are empty, and they want to count how many ways they can construct their lists such that Max&#39;s list contains all creatures that are on Jus-Tien&#39;s list (for part a)</p>
"
"QUESTION: Can we express answer to Q7 without using product notation? I know we shouldn’t use it if we can’t prove it, but currently I can’t find a way to go without.
","ANSWER: As long as it’s in closed form, that should be fine.
"
"QUESTION: In Q6, I’m not sure I quite understand the question. THe label number is the same as the number subtracted, so it’s just asking whether 0 * 11 is an even number. Or is the question asking for something more rigorous and deep? thanks!
","ANSWER: You have to prove for ANY arrangements of the mouseketools, if you perform the subtraction and then the multiplication, you obtain an even number
"
"QUESTION: <p>When the question says &#34;for every integer m ≥ 2, if there is no prime number p such that p ≤ √ m and p | m, then m must be a prime,&#34; wouldn&#39;t the statement always be false because every prime number is evenly divisible by itself, so p | m always holds true and m would never be a prime number? Or am I interpreting the question wrong? Thanks</p>
","ANSWER: <p>but you also need to consider that $$p \leq \sqrt{m}$$</p>
"
"QUESTION: <md>Can I use Bezout's Theorem (if I include the proof) to prove the required lemmas that in turn help in the proof of the irrationality of $$\sqrt{14}$$?</md>
","ANSWER: <p>I suppose you could, but this may be overkill because some parts of the proof may require further proofs (as there may be some aspects of the proof that haven&#39;t been covered in lecture). </p>
<p></p>
<p>The homework problems are designed to be solved using only concepts covered in lecture, so the usage of Bezout&#39;s Lemma may be unnecessary.</p>
"
"QUESTION: <p>Do we need to prove parity rules for multiplication / division</p>
","ANSWER: <p>for multiplication, no, because this was mostly proven in lecture 3t example 1. For division, yes.</p>
"
"QUESTION: <p>I&#39;ve obtained an answer to Q7a that is a summation involving n, $$\sum_{k=0}^{n} \binom{n}{k} * 2^{n-k}$$. Is there a way I could proceed to turn this into a closed form answer using what we have learned in class, or should I take a different approach to the problem? </p>
","ANSWER: <p>Maybe try substituting $$n = 1, 2, 3...$$ into your solution, see if you notice a pattern to convert the answer into closed form, and then justify why that equality is true.</p>
<p></p>
<p>If that proves to be too challenging, then perhaps try a different approach and/or modify some of your thought process.</p>
"
"QUESTION: <p>Can we assume that if a number is not prime, it is composite? Or would we need to prove this?</p>
","ANSWER: <p>If you&#39;re looking at a number like $$7$$ or $$16$$, then you can just say whether or not it is prime or composite. But if it is some sort of expression with variables, then you should prove whether or not the evaluation will be prime or composite.</p>
"
"QUESTION: <p>Can we assume an odd - odd = even and an even - odd is odd. As well as assume an odd * even is even?</p>
","ANSWER: <p>sure</p>
"
"QUESTION: <p>For the statement &#34;if there is no prime number p such that p ≤ √m and p | m&#34;, can I get a clarification on what this means. If the statement is saying &#34; (if there is no prime number p such that<br />p ≤√m) and p | m&#34; then it would be the same thing as that if there is a prime number p such that p &gt; √m <strong>and </strong>p evenly divides by m. If the statement is saying that &#34;if there is no prime number p such that (p ≤ √m and p | m),&#34; would that mean there is a prime number p such that p &gt; √m <strong>or</strong> p <strong>doesn&#39;t </strong>evenly divide by m by demorgan&#39;s laws right?</p>
","ANSWER: <p>I don&#39;t think you can just negate that expression and have it be logically equivalent. You should also be considering the second part of the statement &#34;... then $$m$$ must be prime&#34;</p>
"
"QUESTION: <p>Have we proved that an even minus an odd is odd, an odd minus an odd is even, and an even minus and even is even? I know that we&#39;ve proven it for addition but I wasn&#39;t sure about subtraction.</p>
","ANSWER: <p>I don&#39;t think we have proved them, but you can just assume them.</p>
"
"QUESTION: <p>I want to be sure as it is not explicitly said in the question.</p>
<p></p>
<p>As n is a number of cities can we assume n is an integer? Same for i, can we assume that as i is the index for each city, i is 0&lt;i&lt;=n and i is an integer? </p>
","ANSWER: <p>yes, you may assume $$i, n \in \mathbb{Z}$$ and $$0 < i \leq n$$</p>
"
"QUESTION: <p>Are we looking for the number of possible ways for Max to construct a valid list or the number of combinations of Max and Jus-Tien&#39;s lists?</p>
<p></p>
<p>For example, if there are cases where (1) Jus-Tien has a list $$\{a, b, c\}$$ and Max has a list $$\{a, b, c, d\}$$ and (2) Jus-Tien has a list $$\{a, b\}$$ and Max has the same list $$\{a, b, c, d\}$$ considered to be two separate cases or the same case?</p>
","ANSWER: <p>those are considered different</p>
"
"QUESTION: For question 7, are M={1,2,3} J={1} and M={1,2,3} J={1,2} the same case or different cases?
","ANSWER: <p>different</p>
"
"QUESTION: <p>Hi, do we need to prove that the summation of i from i = 1 to n = (n)(n&#43;1) / 2? Or can we just say that it was proved in the lecture notes?</p>
<p></p>
<p>Thanks!</p>
","ANSWER: <p>you can just say that it was proved in the lecture notes</p>
"
"QUESTION: <md>For Q2, can we assume that $$\sqrt{m}$$ refers to the principal/nonnegative square root of $$m$$? (e.g. if $$m=9$$, can we assume that $$p \leq \sqrt{m}$$ is referring to $$p \leq 3$$ and not consider $$p \leq -3$$?)</md>
","ANSWER: <p>sure, especially because there are no negative primes.</p>
"
